,model,split,f2_score,lr,num_epochs,kernel_size,out_channels,activation,fc1_size
1211,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_relu_fc1_size_128/",1,0.8326817826426895,0.01,10,10,"[32, 64]",relu,128
1212,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_relu_fc1_size_128/",2,0.8326817826426895,0.01,10,10,"[32, 64]",relu,128
1213,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_relu_fc1_size_128/",3,0.8326817826426895,0.01,10,10,"[32, 64]",relu,128
1214,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_relu_fc1_size_128/",4,0.8339828526890102,0.01,10,10,"[32, 64]",relu,128
1215,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_32/",0,0.8339828526890102,0.01,10,10,"[32, 64]",leaky_relu,32
1216,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_32/",1,0.8326817826426895,0.01,10,10,"[32, 64]",leaky_relu,32
1217,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_32/",2,0.8326817826426895,0.01,10,10,"[32, 64]",leaky_relu,32
1218,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_32/",3,0.8326817826426895,0.01,10,10,"[32, 64]",leaky_relu,32
1219,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_32/",4,0.8339828526890102,0.01,10,10,"[32, 64]",leaky_relu,32
1220,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_64/",0,0.8516949152542372,0.01,10,10,"[32, 64]",leaky_relu,64
1221,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_64/",1,0.8326817826426895,0.01,10,10,"[32, 64]",leaky_relu,64
1222,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_64/",2,0.8326817826426895,0.01,10,10,"[32, 64]",leaky_relu,64
1223,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_64/",3,0.8326817826426895,0.01,10,10,"[32, 64]",leaky_relu,64
1224,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_64/",4,0.8339828526890102,0.01,10,10,"[32, 64]",leaky_relu,64
1225,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_128/",0,0.8339828526890102,0.01,10,10,"[32, 64]",leaky_relu,128
1226,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_128/",1,0.8326817826426895,0.01,10,10,"[32, 64]",leaky_relu,128
1227,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_128/",2,0.8326817826426895,0.01,10,10,"[32, 64]",leaky_relu,128
1228,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_128/",3,0.8326817826426895,0.01,10,10,"[32, 64]",leaky_relu,128
1229,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_128/",4,0.8339828526890102,0.01,10,10,"[32, 64]",leaky_relu,128
1230,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",0,0.8339828526890102,0.01,10,10,"[32, 64, 128]",relu,32
1231,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",1,0.8326817826426895,0.01,10,10,"[32, 64, 128]",relu,32
1232,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",2,0.8326817826426895,0.01,10,10,"[32, 64, 128]",relu,32
1233,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",3,0.8326817826426895,0.01,10,10,"[32, 64, 128]",relu,32
1234,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",4,0.8339828526890102,0.01,10,10,"[32, 64, 128]",relu,32
1235,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",0,0.8339828526890102,0.01,10,10,"[32, 64, 128]",relu,64
1236,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",1,0.8326817826426895,0.01,10,10,"[32, 64, 128]",relu,64
1237,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",2,0.8326817826426895,0.01,10,10,"[32, 64, 128]",relu,64
1238,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",3,0.8326817826426895,0.01,10,10,"[32, 64, 128]",relu,64
1239,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",4,0.8339828526890102,0.01,10,10,"[32, 64, 128]",relu,64
1240,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",0,0.8339828526890102,0.01,10,10,"[32, 64, 128]",relu,128
1241,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",1,0.8326817826426895,0.01,10,10,"[32, 64, 128]",relu,128
1242,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",2,0.8326817826426895,0.01,10,10,"[32, 64, 128]",relu,128
1243,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",3,0.8326817826426895,0.01,10,10,"[32, 64, 128]",relu,128
1244,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",4,0.8339828526890102,0.01,10,10,"[32, 64, 128]",relu,128
1245,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",0,0.8339828526890102,0.01,10,10,"[32, 64, 128]",leaky_relu,32
1246,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",1,0.8326817826426895,0.01,10,10,"[32, 64, 128]",leaky_relu,32
1247,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",2,0.8326817826426895,0.01,10,10,"[32, 64, 128]",leaky_relu,32
1248,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",3,0.8326817826426895,0.01,10,10,"[32, 64, 128]",leaky_relu,32
1249,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",4,0.8339828526890102,0.01,10,10,"[32, 64, 128]",leaky_relu,32
1250,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",0,0.8339828526890102,0.01,10,10,"[32, 64, 128]",leaky_relu,64
1251,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",1,0.8326817826426895,0.01,10,10,"[32, 64, 128]",leaky_relu,64
1252,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",2,0.8326817826426895,0.01,10,10,"[32, 64, 128]",leaky_relu,64
1253,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",3,0.8326817826426895,0.01,10,10,"[32, 64, 128]",leaky_relu,64
1254,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",4,0.8339828526890102,0.01,10,10,"[32, 64, 128]",leaky_relu,64
1255,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",0,0.8339828526890102,0.01,10,10,"[32, 64, 128]",leaky_relu,128
1256,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",1,0.8326817826426895,0.01,10,10,"[32, 64, 128]",leaky_relu,128
1257,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",2,0.8326817826426895,0.01,10,10,"[32, 64, 128]",leaky_relu,128
1258,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",3,0.8326817826426895,0.01,10,10,"[32, 64, 128]",leaky_relu,128
1259,"lr_0.01_num_epochs_10_kernel_size_10_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",4,0.8339828526890102,0.01,10,10,"[32, 64, 128]",leaky_relu,128
1260,lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32]_activation_relu_fc1_size_32/,0,0.8339828526890102,0.01,10,50,[32],relu,32
1261,lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32]_activation_relu_fc1_size_32/,1,0.8326817826426895,0.01,10,50,[32],relu,32
1262,lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32]_activation_relu_fc1_size_32/,2,0.8326817826426895,0.01,10,50,[32],relu,32
1263,lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32]_activation_relu_fc1_size_32/,3,0.8326817826426895,0.01,10,50,[32],relu,32
1264,lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32]_activation_relu_fc1_size_32/,4,0.8339828526890102,0.01,10,50,[32],relu,32
1265,lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32]_activation_relu_fc1_size_64/,0,0.8339828526890102,0.01,10,50,[32],relu,64
1266,lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32]_activation_relu_fc1_size_64/,1,0.8326817826426895,0.01,10,50,[32],relu,64
1267,lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32]_activation_relu_fc1_size_64/,2,0.8326817826426895,0.01,10,50,[32],relu,64
1268,lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32]_activation_relu_fc1_size_64/,3,0.8326817826426895,0.01,10,50,[32],relu,64
1269,lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32]_activation_relu_fc1_size_64/,4,0.8339828526890102,0.01,10,50,[32],relu,64
1270,lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32]_activation_relu_fc1_size_128/,0,0.8339828526890102,0.01,10,50,[32],relu,128
1271,lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32]_activation_relu_fc1_size_128/,1,0.8326817826426895,0.01,10,50,[32],relu,128
1272,lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32]_activation_relu_fc1_size_128/,2,0.8326817826426895,0.01,10,50,[32],relu,128
1273,lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32]_activation_relu_fc1_size_128/,3,0.8326817826426895,0.01,10,50,[32],relu,128
1274,lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32]_activation_relu_fc1_size_128/,4,0.8339828526890102,0.01,10,50,[32],relu,128
1275,lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32]_activation_leaky_relu_fc1_size_32/,0,0.8339828526890102,0.01,10,50,[32],leaky_relu,32
1276,lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32]_activation_leaky_relu_fc1_size_32/,1,0.8359497645211931,0.01,10,50,[32],leaky_relu,32
1277,lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32]_activation_leaky_relu_fc1_size_32/,2,0.8326817826426895,0.01,10,50,[32],leaky_relu,32
1278,lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32]_activation_leaky_relu_fc1_size_32/,3,0.8326817826426895,0.01,10,50,[32],leaky_relu,32
1279,lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32]_activation_leaky_relu_fc1_size_32/,4,0.8339828526890102,0.01,10,50,[32],leaky_relu,32
1280,lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32]_activation_leaky_relu_fc1_size_64/,0,0.8339828526890102,0.01,10,50,[32],leaky_relu,64
1281,lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32]_activation_leaky_relu_fc1_size_64/,1,0.8326817826426895,0.01,10,50,[32],leaky_relu,64
1282,lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32]_activation_leaky_relu_fc1_size_64/,2,0.8333333333333334,0.01,10,50,[32],leaky_relu,64
1283,lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32]_activation_leaky_relu_fc1_size_64/,3,0.8326817826426895,0.01,10,50,[32],leaky_relu,64
1284,lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32]_activation_leaky_relu_fc1_size_64/,4,0.8339828526890102,0.01,10,50,[32],leaky_relu,64
1285,lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32]_activation_leaky_relu_fc1_size_128/,0,0.8339828526890102,0.01,10,50,[32],leaky_relu,128
1286,lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32]_activation_leaky_relu_fc1_size_128/,1,0.8326817826426895,0.01,10,50,[32],leaky_relu,128
1287,lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32]_activation_leaky_relu_fc1_size_128/,2,0.8326817826426895,0.01,10,50,[32],leaky_relu,128
1288,lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32]_activation_leaky_relu_fc1_size_128/,3,0.8326817826426895,0.01,10,50,[32],leaky_relu,128
1289,lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32]_activation_leaky_relu_fc1_size_128/,4,0.8352849336455894,0.01,10,50,[32],leaky_relu,128
1290,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_relu_fc1_size_32/",0,0.8339828526890102,0.01,10,50,"[32, 64]",relu,32
1291,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_relu_fc1_size_32/",1,0.8326817826426895,0.01,10,50,"[32, 64]",relu,32
1292,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_relu_fc1_size_32/",2,0.8326817826426895,0.01,10,50,"[32, 64]",relu,32
1293,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_relu_fc1_size_32/",3,0.8326817826426895,0.01,10,50,"[32, 64]",relu,32
1294,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_relu_fc1_size_32/",4,0.8339828526890102,0.01,10,50,"[32, 64]",relu,32
1295,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_relu_fc1_size_64/",0,0.8339828526890102,0.01,10,50,"[32, 64]",relu,64
1296,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_relu_fc1_size_64/",1,0.8326817826426895,0.01,10,50,"[32, 64]",relu,64
1297,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_relu_fc1_size_64/",2,0.8326817826426895,0.01,10,50,"[32, 64]",relu,64
1298,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_relu_fc1_size_64/",3,0.8326817826426895,0.01,10,50,"[32, 64]",relu,64
1299,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_relu_fc1_size_64/",4,0.8339828526890102,0.01,10,50,"[32, 64]",relu,64
1300,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_relu_fc1_size_128/",0,0.8339828526890102,0.01,10,50,"[32, 64]",relu,128
1301,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_relu_fc1_size_128/",1,0.8326817826426895,0.01,10,50,"[32, 64]",relu,128
1302,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_relu_fc1_size_128/",2,0.8326817826426895,0.01,10,50,"[32, 64]",relu,128
1303,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_relu_fc1_size_128/",3,0.8326817826426895,0.01,10,50,"[32, 64]",relu,128
1304,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_relu_fc1_size_128/",4,0.8339828526890102,0.01,10,50,"[32, 64]",relu,128
1305,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_leaky_relu_fc1_size_32/",0,0.8339828526890102,0.01,10,50,"[32, 64]",leaky_relu,32
1306,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_leaky_relu_fc1_size_32/",1,0.8326817826426895,0.01,10,50,"[32, 64]",leaky_relu,32
1307,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_leaky_relu_fc1_size_32/",2,0.8326817826426895,0.01,10,50,"[32, 64]",leaky_relu,32
1308,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_leaky_relu_fc1_size_32/",3,0.8326817826426895,0.01,10,50,"[32, 64]",leaky_relu,32
1309,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_leaky_relu_fc1_size_32/",4,0.8339828526890102,0.01,10,50,"[32, 64]",leaky_relu,32
1310,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_leaky_relu_fc1_size_64/",0,0.8339828526890102,0.01,10,50,"[32, 64]",leaky_relu,64
1311,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_leaky_relu_fc1_size_64/",1,0.8326817826426895,0.01,10,50,"[32, 64]",leaky_relu,64
1312,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_leaky_relu_fc1_size_64/",2,0.8326817826426895,0.01,10,50,"[32, 64]",leaky_relu,64
1313,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_leaky_relu_fc1_size_64/",3,0.8326817826426895,0.01,10,50,"[32, 64]",leaky_relu,64
1314,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_leaky_relu_fc1_size_64/",4,0.8339828526890102,0.01,10,50,"[32, 64]",leaky_relu,64
1315,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_leaky_relu_fc1_size_128/",0,0.8339828526890102,0.01,10,50,"[32, 64]",leaky_relu,128
1316,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_leaky_relu_fc1_size_128/",1,0.8326817826426895,0.01,10,50,"[32, 64]",leaky_relu,128
1317,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_leaky_relu_fc1_size_128/",2,0.8326817826426895,0.01,10,50,"[32, 64]",leaky_relu,128
1318,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_leaky_relu_fc1_size_128/",3,0.8326817826426895,0.01,10,50,"[32, 64]",leaky_relu,128
1319,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64]_activation_leaky_relu_fc1_size_128/",4,0.8339828526890102,0.01,10,50,"[32, 64]",leaky_relu,128
1320,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",0,0.8339828526890102,0.01,10,50,"[32, 64, 128]",relu,32
1321,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",1,0.8326817826426895,0.01,10,50,"[32, 64, 128]",relu,32
1322,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",2,0.8326817826426895,0.01,10,50,"[32, 64, 128]",relu,32
1323,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",3,0.8326817826426895,0.01,10,50,"[32, 64, 128]",relu,32
1324,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",4,0.8339828526890102,0.01,10,50,"[32, 64, 128]",relu,32
1325,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",0,0.8339828526890102,0.01,10,50,"[32, 64, 128]",relu,64
1326,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",1,0.8326817826426895,0.01,10,50,"[32, 64, 128]",relu,64
1327,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",2,0.8326817826426895,0.01,10,50,"[32, 64, 128]",relu,64
1328,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",3,0.8326817826426895,0.01,10,50,"[32, 64, 128]",relu,64
1329,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",4,0.8339828526890102,0.01,10,50,"[32, 64, 128]",relu,64
1330,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",0,0.8339828526890102,0.01,10,50,"[32, 64, 128]",relu,128
1331,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",1,0.8326817826426895,0.01,10,50,"[32, 64, 128]",relu,128
1332,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",2,0.8326817826426895,0.01,10,50,"[32, 64, 128]",relu,128
1333,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",3,0.8326817826426895,0.01,10,50,"[32, 64, 128]",relu,128
1334,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",4,0.8339828526890102,0.01,10,50,"[32, 64, 128]",relu,128
1335,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",0,0.8339828526890102,0.01,10,50,"[32, 64, 128]",leaky_relu,32
1336,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",1,0.8326817826426895,0.01,10,50,"[32, 64, 128]",leaky_relu,32
1337,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",2,0.8326817826426895,0.01,10,50,"[32, 64, 128]",leaky_relu,32
1338,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",3,0.8326817826426895,0.01,10,50,"[32, 64, 128]",leaky_relu,32
1339,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",4,0.8339828526890102,0.01,10,50,"[32, 64, 128]",leaky_relu,32
1340,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",0,0.8339828526890102,0.01,10,50,"[32, 64, 128]",leaky_relu,64
1341,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",1,0.8333333333333334,0.01,10,50,"[32, 64, 128]",leaky_relu,64
1342,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",2,0.8326817826426895,0.01,10,50,"[32, 64, 128]",leaky_relu,64
1343,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",3,0.8326817826426895,0.01,10,50,"[32, 64, 128]",leaky_relu,64
1344,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",4,0.8339828526890102,0.01,10,50,"[32, 64, 128]",leaky_relu,64
1345,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",0,0.8339828526890102,0.01,10,50,"[32, 64, 128]",leaky_relu,128
1346,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",1,0.8326817826426895,0.01,10,50,"[32, 64, 128]",leaky_relu,128
1347,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",2,0.8326817826426895,0.01,10,50,"[32, 64, 128]",leaky_relu,128
1348,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",3,0.8326817826426895,0.01,10,50,"[32, 64, 128]",leaky_relu,128
1349,"lr_0.01_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",4,0.8339828526890102,0.01,10,50,"[32, 64, 128]",leaky_relu,128
1350,lr_0.01_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_32/,0,0.8339828526890102,0.01,20,5,[32],relu,32
1351,lr_0.01_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_32/,1,0.8326817826426895,0.01,20,5,[32],relu,32
1352,lr_0.01_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_32/,2,0.8326817826426895,0.01,20,5,[32],relu,32
1353,lr_0.01_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_32/,3,0.8326817826426895,0.01,20,5,[32],relu,32
1354,lr_0.01_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_32/,4,0.8339828526890102,0.01,20,5,[32],relu,32
1355,lr_0.01_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_64/,0,0.8339828526890102,0.01,20,5,[32],relu,64
1356,lr_0.01_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_64/,1,0.8326817826426895,0.01,20,5,[32],relu,64
1357,lr_0.01_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_64/,2,0.8326817826426895,0.01,20,5,[32],relu,64
1358,lr_0.01_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_64/,3,0.8326817826426895,0.01,20,5,[32],relu,64
1359,lr_0.01_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_64/,4,0.8339828526890102,0.01,20,5,[32],relu,64
1360,lr_0.01_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_128/,0,0.8339828526890102,0.01,20,5,[32],relu,128
1361,lr_0.01_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_128/,1,0.8326817826426895,0.01,20,5,[32],relu,128
1362,lr_0.01_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_128/,2,0.8326817826426895,0.01,20,5,[32],relu,128
1363,lr_0.01_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_128/,3,0.8333333333333334,0.01,20,5,[32],relu,128
1364,lr_0.01_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_128/,4,0.8339828526890102,0.01,20,5,[32],relu,128
1365,lr_0.01_num_epochs_20_kernel_size_5_out_channels_[32]_activation_leaky_relu_fc1_size_32/,0,0.8693877551020408,0.01,20,5,[32],leaky_relu,32
